phenomenonTime,HLL_zps-09,HLL_zps-10,SSK_LH023,SSK_LH025,SSK_USP01,SSK_USP02,SSK_USP03,SSK_USP04,SSK_USP05,SSK_USP06,USP_pu002,USP_pu009,USP_pu016,USP_pu502,USP_pu504,USP_pu508,USP_pu510
2023-01-01T03:00:00.000Z,8.49928,8.30989,,,,,,,,,,,,,,,
2023-01-31T10:00:00.000Z,,,,,,,,,,,,,,,,,236.154
2023-02-02T01:00:00.000Z,,,12.8542,11.9934,,,,,,,,,,,,,
2023-02-20T21:00:00.000Z,,,,,,,,,,,94.5608,,-999.0,16.2767,,11.7317,
2023-02-20T22:00:00.000Z,,,,,,,,,,,92.578,,-999.0,16.4211,,11.2069,92.6316
2023-02-21T23:00:00.000Z,,,,,,,,,,,,,-999.0,20.8198,,14.5615,185.005
2023-03-01T06:00:00.000Z,46.7754,56.2768,,,,,,,,,,,,,,,
2023-03-23T22:00:00.000Z,16.5403,17.7569,,,,,,,,,,,,,,,
2023-04-06T01:00:00.000Z,,,,,,,,,,,92.0257,,,,,,
2023-04-15T17:00:00.000Z,,,,,,,,,,,122.013,,,,,,2.5
2023-04-15T18:00:00.000Z,7.47925,9.12317,,,,,,,,,,,,10.6792,,6.90245,
2023-04-16T18:00:00.000Z,13.9002,14.7742,,,,,,,,,,,-999.0,16.3614,,11.1125,2.5
2023-04-19T17:00:00.000Z,2.5,,,,,,,,,,,,,,,,6.67218
2023-04-19T18:00:00.000Z,2.5,2.5,,,,,,,,,,,,,,,6.54678
2023-04-21T00:00:00.000Z,,18.5542,,,,,,,,,,,-999.0,,,,
2023-04-21T01:00:00.000Z,26.3937,25.3523,,,,,,,,,,,-999.0,242.415,,12.907,16.4972
2023-04-22T22:00:00.000Z,60.1084,46.4862,,,,,,,,,,,-999.0,34.5137,,22.1024,2.5
2023-04-26T04:00:00.000Z,,,,,,,,,,,,,,,,12.5585,94.6963
2023-04-26T05:00:00.000Z,31.0923,32.5435,,,,,,,,,,,-999.0,27.8189,,13.03,106.408
2023-04-26T06:00:00.000Z,49.5633,39.2044,,,,,,,,,,,-999.0,33.1195,,22.9687,109.701
2023-04-26T07:00:00.000Z,25.634,18.5939,,,,,,,,,,,-999.0,22.5415,,15.1444,67.8803
2023-04-26T08:00:00.000Z,12.6917,14.113,,,,,,,,,,,-999.0,16.6746,,4.32727,40.2693
2023-04-26T09:00:00.000Z,2.5,4.96128,,,,,,,,,,,-999.0,9.55808,,5.6389,16.8405
2023-04-26T10:00:00.000Z,2.5,2.22984,,,,,,,,,,,-999.0,7.15913,,4.47966,8.3241
2023-04-26T11:00:00.000Z,0.258899,4.3798,,,,,,,,,,,-999.0,8.7516,,5.36102,7.53139
2023-04-26T12:00:00.000Z,2.5,1.10169,,,,,,,,,,,-999.0,7.13237,,4.64353,6.37735
2023-04-26T13:00:00.000Z,2.5,2.5,,,,,,,,,,,-999.0,5.77557,,4.11846,3.59649
2023-04-26T14:00:00.000Z,2.5,2.5,,,,,,,,,,,-999.0,4.96473,,3.42317,2.58476
2023-04-26T15:00:00.000Z,2.5,2.5,,,,,,,,,,,-999.0,5.9931,,4.13928,1.71738
2023-04-26T16:00:00.000Z,2.5,2.5,,,,,,,,,128.949,,-999.0,4.76315,,3.39707,2.10011
2023-04-26T17:00:00.000Z,2.5,2.5,,,,,,,,,,,-999.0,4.57896,,3.09491,2.94133
2023-04-26T18:00:00.000Z,2.5,2.5,,,,,,,,,,,-999.0,4.31604,,2.7467,3.27931
2023-04-26T19:00:00.000Z,0.197969,2.84582,,,,,,,,,,,-999.0,6.67088,,4.39737,5.51478
2023-04-26T20:00:00.000Z,5.32535,7.17158,,,,,,,,,,,-999.0,8.52033,,5.9232,8.96621
2023-04-26T21:00:00.000Z,9.82451,14.907,,,,,,,,,,,-999.0,11.9575,,8.90596,16.6248
2023-04-26T22:00:00.000Z,15.1959,21.1154,,,,,,,,,,,-999.0,15.4144,,11.8004,26.0002
2023-04-26T23:00:00.000Z,29.752,37.144,,,,,,,,,,,-999.0,23.1741,,17.5419,49.772
2023-04-27T00:00:00.000Z,26.2271,40.3892,,,,,,,,,,,-999.0,19.1497,,13.6964,49.4001
2023-04-27T01:00:00.000Z,36.3984,34.5773,,,,,,,,,,,-999.0,24.8608,,16.9295,77.3572
2023-04-27T02:00:00.000Z,28.001,,,,,,,,,,,,-999.0,21.7444,,17.9791,75.7348
2023-04-27T03:00:00.000Z,17.4379,,,,,,,,,,,,-999.0,16.0957,,12.3222,64.3953
2023-04-27T04:00:00.000Z,15.6451,18.5106,,,,,,,,,,,-999.0,15.1423,,10.64,62.1142
2023-04-27T05:00:00.000Z,12.6138,19.8124,,,,,,,,,,,-999.0,14.2967,,9.66643,58.7814
2023-04-27T06:00:00.000Z,18.1566,21.7647,,,,,,,,,97.3377,,-999.0,15.1141,,8.88091,58.55
2023-04-27T07:00:00.000Z,9.43429,2.5,,,,,,,,,112.061,,-999.0,10.0903,,6.02977,29.9992
2023-04-27T08:00:00.000Z,3.25799,1.11223,,,,,,,,,116.555,,-999.0,8.59872,,5.5242,19.2428
2023-04-27T09:00:00.000Z,2.5,3.87101,,,,,,,,,118.878,,-999.0,8.04268,,4.87946,9.08122
2023-04-27T10:00:00.000Z,2.5,0.70527,,,,,,,,,125.162,,-999.0,6.82135,,4.40502,4.01875
2023-04-27T11:00:00.000Z,2.5,2.5,,,,,,,,,131.458,,-999.0,5.6787,,3.8417,1.97112
2023-04-27T12:00:00.000Z,2.5,2.5,,,,,,,,,135.189,,-999.0,5.14973,,3.67186,2.17733
2023-04-27T13:00:00.000Z,2.5,2.5,,,,,,,,,136.557,,-999.0,4.62009,,3.42884,3.05257
2023-04-27T14:00:00.000Z,2.5,2.5,,,,,,,,,140.165,,-999.0,3.8733,,3.14896,5.17549
2023-04-27T15:00:00.000Z,2.5,2.5,,,,,,,,,141.893,,-999.0,3.29365,,2.74455,7.39788
2023-04-27T16:00:00.000Z,2.5,2.5,,,,,,,,,139.958,,-999.0,3.61904,,2.48741,6.7807
2023-04-27T17:00:00.000Z,2.5,2.5,,,,,,,,,137.91,,-999.0,3.55688,,2.66049,5.34794
2023-04-27T18:00:00.000Z,2.5,2.5,,,,,,,,,133.497,,-999.0,4.66477,,3.26052,1.79769
2023-04-27T19:00:00.000Z,2.5,2.5,,,,,,,,,130.238,,-999.0,5.34534,,3.68311,0.486727
2023-04-27T20:00:00.000Z,2.5,2.5,,,,,,,,,128.023,,-999.0,6.00171,,4.25464,0.396017
2023-04-27T21:00:00.000Z,2.5,1.55542,,,,,,,,,126.117,,-999.0,6.71273,,4.69665,0.612439
2023-04-27T22:00:00.000Z,2.5,2.52063,,,,,,,,,124.509,,-999.0,7.36794,,4.97682,1.85042
2023-04-27T23:00:00.000Z,2.5,3.2002,,,,,,,,,123.545,,-999.0,7.55897,,5.18553,3.21742
2023-04-28T00:00:00.000Z,1.60769,5.63693,,,,,,,,,120.487,,-999.0,8.83748,,6.10049,5.12243
2023-04-28T01:00:00.000Z,4.2346,7.52955,,,,,,,,,117.511,,-999.0,10.0027,,6.71517,8.2368
2023-04-28T02:00:00.000Z,4.20368,8.68575,,,,,,,,,114.565,,-999.0,10.962,,7.26423,11.0601
2023-04-28T03:00:00.000Z,5.14391,9.87008,,,,,,,,,112.847,,-999.0,11.3436,,8.0336,13.8487
2023-04-28T04:00:00.000Z,7.55871,11.5779,,,,,,,,,109.788,,-999.0,12.3005,,8.55844,
2023-04-28T05:00:00.000Z,13.3936,16.5849,,,,,,,,,103.098,,-999.0,15.0735,,9.74498,
2023-04-28T06:00:00.000Z,22.7163,25.8979,,,,,,,,,92.1152,,-999.0,20.089,,15.7133,27.6448
2023-04-28T07:00:00.000Z,34.5228,34.8283,,,,,,,,,84.7673,,-999.0,26.5423,,16.151,33.6433
2023-04-28T08:00:00.000Z,38.7108,39.4293,,,,,,,,,76.7654,,-999.0,28.1406,,19.8095,31.2004
2023-04-28T09:00:00.000Z,46.6289,42.3924,,,,,,,,,72.3162,,-999.0,30.3323,,21.6942,24.8141
2023-04-28T10:00:00.000Z,44.3728,42.3968,,,,,,,,,68.9739,,-999.0,30.5892,,20.7289,9.0168
2023-04-28T11:00:00.000Z,39.1107,39.8077,,,,,,,,,62.5668,,-999.0,30.009,,,2.5
2023-04-28T12:00:00.000Z,26.0485,29.9249,,,,,,,,,73.4102,,-999.0,25.5968,,,2.5
2023-04-28T13:00:00.000Z,27.5476,27.3972,,,,,,,,,67.5093,,-999.0,26.3359,,16.6565,2.5
2023-04-28T14:00:00.000Z,33.9587,30.3496,,,,,,,,,60.8818,,-999.0,28.4992,,20.0261,2.5
2023-04-28T15:00:00.000Z,34.1342,30.058,,,,,,,,,65.3251,,-999.0,27.5742,,16.5602,2.5
2023-04-28T16:00:00.000Z,34.1485,29.8822,,,,,,,,,64.9515,,-999.0,26.1495,,14.2344,2.5
2023-04-28T17:00:00.000Z,32.7225,30.3646,,,,,,,,,63.695,,-999.0,25.8109,,16.8484,2.5
2023-04-28T18:00:00.000Z,35.3067,29.6656,,,,,,,,,57.2663,,-999.0,27.9255,,18.9967,2.5
2023-04-28T19:00:00.000Z,21.3013,19.1495,,,,,,,,,85.1995,,-999.0,21.1361,,14.2498,2.5
2023-04-28T20:00:00.000Z,11.6102,12.4881,,,,,,,,,101.183,,-999.0,15.8562,,10.1301,2.5
2023-04-28T21:00:00.000Z,19.5537,18.6969,,,,,,,,,90.0911,,-999.0,18.9777,,12.1888,2.5
2023-04-28T22:00:00.000Z,20.7328,18.2208,,,,,,,,,80.4476,,-999.0,19.1988,,11.8193,2.5
2023-04-28T23:00:00.000Z,14.6083,14.8062,,,,,,,,,93.0551,,-999.0,15.5946,,10.5419,2.5
2023-04-29T00:00:00.000Z,14.1151,15.9458,,,,,,,,,91.6871,,-999.0,16.2719,,11.2469,2.5
2023-04-29T01:00:00.000Z,16.4122,16.6708,,,,,,,,,,,-999.0,16.2599,,11.351,0.568515
2023-04-29T02:00:00.000Z,5.94958,8.95233,,,,,,,,,,,-999.0,11.6384,,7.499,2.14169
2023-04-29T03:00:00.000Z,2.93131,6.90006,,,,,,,,,113.898,,-999.0,10.2246,,5.94224,1.94574
2023-04-29T04:00:00.000Z,2.29272,6.61065,,,,,,,,,114.132,,-999.0,10.3673,,6.81309,2.19942
2023-04-29T05:00:00.000Z,4.49165,7.84589,,,,,,,,,112.877,,-999.0,10.7757,,7.7434,2.11876
2023-04-29T06:00:00.000Z,9.16349,9.74404,,,,,,,,,108.363,,-999.0,12.3103,,8.46875,1.71011
2023-04-29T07:00:00.000Z,4.99013,7.95815,,,,,,,,,112.771,,-999.0,10.9737,,7.26647,0.685015
2023-04-29T08:00:00.000Z,1.64336,4.84282,,,,,,,,,116.078,,-999.0,9.7362,,6.03638,2.5
2023-04-29T09:00:00.000Z,2.5,1.30848,,,,,,,,,120.706,,-999.0,8.20263,,5.39669,2.5
2023-04-29T10:00:00.000Z,2.5,2.5,,,,,,,,,126.699,,-999.0,6.50111,,4.43583,2.5
2023-04-29T11:00:00.000Z,2.5,2.5,,,,,,,,,135.455,,-999.0,4.4551,,3.26402,2.71599
2023-04-29T12:00:00.000Z,2.5,2.5,,,,,,,,,139.674,,-999.0,3.37701,,2.73299,6.20953
2023-04-29T13:00:00.000Z,2.5,2.5,,,,,,,,,141.291,,-999.0,2.68704,,2.75998,8.34668
2023-04-29T14:00:00.000Z,2.5,2.5,,,,,,,,,143.303,,-999.0,3.05658,,2.72392,9.15823
2023-04-29T15:00:00.000Z,2.5,2.5,,,,,,,,,142.732,,-999.0,3.65698,,2.69223,8.25189
2023-04-29T16:00:00.000Z,2.5,2.5,,,,,,,,,141.539,,-999.0,4.00281,,2.38062,7.1862
2023-04-29T17:00:00.000Z,2.5,2.5,,,,,,,,,137.465,,-999.0,4.26413,,2.83771,5.06569
2023-04-29T18:00:00.000Z,2.5,2.5,,,,,,,,,139.925,,-999.0,3.19437,,2.01195,5.46668
2023-04-29T19:00:00.000Z,2.5,2.5,,,,,,,,,129.91,,-999.0,4.97447,,3.3711,1.79346
2023-04-29T20:00:00.000Z,8.1825,5.5163,,,,,,,,,119.831,,-999.0,10.4349,,7.3285,2.5
2023-04-29T21:00:00.000Z,6.97781,6.27445,,,,,,,,,120.799,,-999.0,9.77407,,6.88713,2.77516
2023-04-29T22:00:00.000Z,7.37195,7.29058,,,,,,,,,120.252,,-999.0,9.86889,,6.64943,6.11817
2023-04-29T23:00:00.000Z,15.0055,15.1636,,,,,,,,,111.286,,-999.0,13.7935,,10.2324,12.5482
2023-04-30T00:00:00.000Z,12.0285,15.9124,,,,,,,,,110.471,,-999.0,13.6068,,9.56237,17.1591
2023-04-30T01:00:00.000Z,20.9044,24.8392,,,,,,,,,,,-999.0,19.1319,,13.7845,31.6474
2023-04-30T02:00:00.000Z,-999.0,-999.0,,,,,,,,,,,-999.0,-999.0,,-999.0,-999.0
2023-04-30T03:00:00.000Z,21.4614,30.3432,,,,,,,,,68.504,,-999.0,21.092,,17.3717,50.3175
2023-04-30T04:00:00.000Z,22.2806,27.4943,,,,,,,,,70.8732,,-999.0,20.8006,,15.6878,57.2327
2023-04-30T05:00:00.000Z,18.5342,20.908,,,,,,,,,84.7254,,-999.0,16.4595,,12.043,49.2102
2023-04-30T06:00:00.000Z,11.7552,11.7618,,,,,,,,,82.5674,,-999.0,20.0732,,13.7004,53.2156
2023-04-30T07:00:00.000Z,3.61863,2.5,,,,,,,,,110.767,,-999.0,10.9517,,7.10968,22.655
2023-04-30T08:00:00.000Z,2.5,3.73019,,,,,,,,,116.016,,-999.0,9.31243,,5.93767,12.1021
2023-04-30T09:00:00.000Z,2.5,6.2222,,,,,,,,,119.272,,-999.0,8.10598,,5.41092,2.93106
2023-04-30T10:00:00.000Z,2.5,3.99959,,,,,,,,,121.611,,-999.0,7.61174,,5.38585,2.5
2023-04-30T11:00:00.000Z,2.5,2.5008,,,,,,,,,125.86,,-999.0,7.00129,,5.65782,2.5
2023-04-30T12:00:00.000Z,2.5,1.68423,,,,,,,,,128.68,,-999.0,7.31876,,5.44567,2.5
2023-04-30T13:00:00.000Z,2.5,1.28006,,,,,,,,,131.554,,-999.0,7.32853,,5.4673,2.5
2023-04-30T14:00:00.000Z,2.5,1.00137,,,,,,,,,131.697,,-999.0,6.97251,,5.56809,2.5
2023-04-30T15:00:00.000Z,2.5,0.910999,,,,,,,,,131.755,,-999.0,7.41441,,5.66995,2.5
2023-04-30T16:00:00.000Z,2.5,0.585952,,,,,,,,,133.831,,-999.0,7.44567,,5.60743,2.5
2023-04-30T17:00:00.000Z,2.5,0.75258,,,,,,,,,132.63,,-999.0,7.39725,,5.67645,2.5
2023-04-30T18:00:00.000Z,2.5,2.27243,,,,,,,,,127.437,,-999.0,8.98465,,6.40963,2.5
2023-04-30T19:00:00.000Z,6.18137,6.64062,,,,,,,,,119.226,,-999.0,12.338,,8.38102,2.5
2023-04-30T20:00:00.000Z,18.1888,14.3658,,,,,,,,,,,-999.0,17.1794,,11.7982,2.5
2023-04-30T21:00:00.000Z,29.3602,20.5139,,,,,,,,,,,-999.0,19.0824,,14.8978,2.5
2023-04-30T22:00:00.000Z,17.076,15.8107,,,,,,,,,105.048,,-999.0,16.8025,,12.7556,2.5
2023-04-30T23:00:00.000Z,21.2136,21.003,,,,,,,,,92.8686,,-999.0,20.1561,,14.1445,4.51171
2023-05-01T00:00:00.000Z,16.2835,19.7852,,,,,,,,,89.1483,,-999.0,19.9896,,14.7464,10.9789
2023-05-01T01:00:00.000Z,15.449,19.7516,,,,,,,,,89.1967,,-999.0,18.7998,,13.5114,
2023-05-01T02:00:00.000Z,17.2844,19.1964,,,,,,,,,88.1904,,-999.0,18.1601,,12.3055,
2023-05-01T03:00:00.000Z,14.7195,19.876,,,,,,,,,87.0372,,-999.0,17.4896,,12.6943,
2023-05-01T04:00:00.000Z,16.1472,19.3272,,,,,,,,,90.6531,,-999.0,16.233,,12.7388,33.8559
2023-05-01T05:00:00.000Z,24.0795,25.3842,,,,,,,,,75.8826,,-999.0,20.671,,17.5743,43.8725
2023-05-01T06:00:00.000Z,29.604,30.2175,,,,,,,,,64.4342,,-999.0,24.6621,,21.2201,
2023-05-01T07:00:00.000Z,36.3988,28.0125,,,,,,,,,60.7233,,-999.0,25.0553,,21.4874,
2023-05-01T08:00:00.000Z,34.6375,30.5079,,,,,,,,,58.0648,,-999.0,24.9905,,19.0922,51.6606
2023-05-01T09:00:00.000Z,34.3473,,,,,,,,,,59.7166,,-999.0,24.3707,,14.8709,34.6354
2023-05-01T10:00:00.000Z,20.2763,,,,,,,,,,79.1753,,-999.0,18.5766,,12.5291,20.9328
2023-05-01T11:00:00.000Z,12.3368,12.4108,,,,,,,,,93.6358,,-999.0,16.0106,,10.2163,14.448
2023-05-01T12:00:00.000Z,19.423,13.8821,,,,,,,,,95.137,,-999.0,20.0381,,13.5187,13.8824
2023-05-01T13:00:00.000Z,18.1648,15.9766,,,,,,,,,106.248,,-999.0,18.8518,,11.4211,12.2571
2023-05-01T14:00:00.000Z,13.5257,13.4,,,,,,,,,113.44,,-999.0,14.6485,,9.02476,10.8353
2023-05-01T15:00:00.000Z,2.5,8.28662,,,,,,,,,116.609,,-999.0,10.8968,,7.3557,4.49494
2023-05-01T16:00:00.000Z,2.5,7.47348,,,,,,,,,117.35,,-999.0,12.1216,,7.5314,0.733031
2023-05-01T17:00:00.000Z,2.5,4.49083,,,,,,,,,123.968,,-999.0,10.7658,,6.56006,0.425917
2023-05-01T18:00:00.000Z,2.5,2.5,,,,,,,,,135.414,,-999.0,5.80105,,4.05385,3.10596
2023-05-01T19:00:00.000Z,2.5,2.5,,,,,,,,,131.12,,-999.0,5.69875,,3.84305,3.0425
2023-05-01T20:00:00.000Z,10.5347,8.80259,,,,,,,,,116.822,,-999.0,12.9783,,8.75538,5.95015
2023-05-01T21:00:00.000Z,16.3175,15.0057,,,,,,,,,109.574,,-999.0,16.1418,,11.4393,13.283
2023-05-01T22:00:00.000Z,13.0092,13.5931,,,,,,,,,110.098,,-999.0,14.8511,,9.75174,16.9331
2023-05-01T23:00:00.000Z,12.3867,15.0642,,,,,,,,,106.194,,-999.0,15.5556,,10.0705,21.1815
2023-05-02T00:00:00.000Z,14.138,14.8561,,,,,,,,,104.965,,-999.0,15.543,,10.5318,24.2653
2023-05-02T01:00:00.000Z,13.0538,15.1307,,,,,,,,,104.865,,-999.0,18.5988,,9.80628,25.8142
2023-05-02T02:00:00.000Z,9.35862,12.7419,,,,,,,,,108.09,,-999.0,12.7611,,8.31685,23.4746
2023-05-02T03:00:00.000Z,1.7318,7.24456,,,,,,,,,117.028,,-999.0,8.99465,,6.15535,17.1462
2023-05-02T04:00:00.000Z,2.5,6.00917,,,,,,,,,119.156,,-999.0,8.25319,,5.11809,16.7901
2023-05-02T05:00:00.000Z,0.0843681,6.1183,,,,,,,,,118.935,,-999.0,8.59543,,5.52316,18.1091
2023-05-02T06:00:00.000Z,2.57115,5.82839,,,,,,,,,120.193,,-999.0,8.36132,,5.56469,17.6995
2023-05-02T07:00:00.000Z,2.5,2.85751,,,,,,,,,125.057,,-999.0,6.0556,,4.01304,12.5703
2023-05-02T08:00:00.000Z,2.5,2.33164,,,,,,,,,,,-999.0,6.00265,,3.95746,11.9974
2023-05-02T09:00:00.000Z,2.5,0.610043,,,,,,,,,,,-999.0,4.81892,,3.09294,8.73283
2023-05-02T10:00:00.000Z,2.5,0.208749,,,,,,,,,133.736,,-999.0,3.75219,,2.70539,5.04452
2023-05-02T11:00:00.000Z,2.5,0.175853,,,,,,,,,136.979,,-999.0,3.63197,,2.61096,3.21202
2023-05-02T12:00:00.000Z,2.5,2.5,,,,,,,,,-999.0,,-999.0,3.19147,,2.47096,1.63106
2023-05-02T13:00:00.000Z,2.5,2.5,,,,,,,,,139.943,,-999.0,1.82191,,1.80005,2.5
2023-05-02T14:00:00.000Z,2.5,2.5,,,,,,,,,141.857,,-999.0,1.33928,,0.841696,2.5
2023-05-02T15:00:00.000Z,2.5,2.5,,,,,,,,,138.386,,-999.0,2.67185,,1.40083,2.5
2023-05-02T16:00:00.000Z,2.5,2.5,,,,,,,,,136.462,,-999.0,3.2737,,1.91633,1.3899
2023-05-02T17:00:00.000Z,2.5,2.5,,,,,,,,,133.483,,-999.0,4.18185,,2.38285,3.6367
2023-05-02T18:00:00.000Z,2.5,2.5,,,,,,,,,132.198,,-999.0,5.42047,,3.45622,7.46027
2023-05-02T19:00:00.000Z,3.14904,3.73769,,,,,,,,,122.638,,-999.0,8.073,,4.94892,15.6019
2023-05-02T20:00:00.000Z,13.1443,13.1233,,,,,,,,,110.647,,-999.0,13.8192,,9.13656,35.2073
2023-05-02T21:00:00.000Z,13.5485,14.998,,,,,,,,,108.132,,-999.0,14.4313,,9.81095,43.9005
2023-05-02T22:00:00.000Z,17.5561,18.5151,,,,,,,,,101.905,,-999.0,15.8492,,11.3121,56.4277
2023-05-02T23:00:00.000Z,13.5278,17.0814,,,,,,,,,103.624,,-999.0,14.4236,,9.541,56.766
2023-05-03T00:00:00.000Z,13.9728,19.9282,,,,,,,,,94.8027,,-999.0,16.1725,,10.9645,73.3046
2023-05-03T01:00:00.000Z,15.2597,21.0631,,,,,,,,,91.3167,,-999.0,15.955,,11.2653,81.5739
2023-05-03T02:00:00.000Z,15.7355,20.494,,,,,,,,,89.7432,,-999.0,15.8808,,11.0376,86.3923
2023-05-03T03:00:00.000Z,17.3354,22.7889,,,,,,,,,84.5919,,-999.0,16.6765,,12.4154,99.9174
2023-05-03T04:00:00.000Z,16.8245,24.8194,,,,,,,,,82.113,,-999.0,16.723,,11.7538,109.153
2023-05-03T05:00:00.000Z,28.1892,35.3771,,,,,,,,,66.9447,,-999.0,21.78,,17.635,139.848
2023-05-03T06:00:00.000Z,29.0975,25.2827,,,,,,,,,73.7768,,-999.0,21.3898,,15.8564,133.512
2023-05-03T07:00:00.000Z,15.6851,0.521113,,,,,,,,,96.9694,,-999.0,13.8875,,8.71623,84.2299
2023-05-03T08:00:00.000Z,3.35217,4.25165,,,,,,,,,113.049,,-999.0,9.20172,,5.97111,47.467
2023-05-03T09:00:00.000Z,2.5,6.43635,,,,,,,,,119.317,,-999.0,7.91521,,5.04091,30.734
2023-05-03T10:00:00.000Z,2.5,3.71433,,,,,,,,,123.25,,-999.0,7.1737,,4.76921,19.7443
2023-05-03T11:00:00.000Z,2.5,2.77869,,,,,,,,,125.927,,-999.0,6.96742,,4.84443,
2023-05-03T12:00:00.000Z,2.5,1.6327,,,,,,,,,128.749,,-999.0,6.70749,,4.65039,
2023-05-03T13:00:00.000Z,2.5,2.5,,,,,,,,,131.416,,-999.0,6.0684,,4.49169,7.30243
2023-05-03T14:00:00.000Z,2.5,2.5,,,,,,,,,131.88,,-999.0,6.06584,,4.40655,6.75236
2023-05-03T15:00:00.000Z,2.5,2.5,,,,,,,,,133.074,,-999.0,5.72955,,4.2471,5.64012
2023-05-03T16:00:00.000Z,2.5,2.5,,,,,,,,,134.217,,-999.0,5.46583,,3.90416,4.81464
2023-05-03T17:00:00.000Z,2.5,2.5,,,,,,,,,-999.0,,-999.0,-999.0,,-999.0,-999.0
2023-05-03T18:00:00.000Z,2.5,,,,,,,,,,130.263,,-999.0,6.568,,4.59178,5.96492
2023-05-03T19:00:00.000Z,3.57576,3.5599,,,,,,,,,-999.0,,-999.0,9.27296,,6.60615,9.48579
2023-05-03T20:00:00.000Z,7.63602,7.61186,,,,,,,,,-999.0,,-999.0,11.5291,,7.60964,14.2013
2023-05-03T21:00:00.000Z,9.51722,10.5136,,,,,,,,,-999.0,,-999.0,12.621,,8.79574,19.52
2023-05-03T22:00:00.000Z,14.4983,15.931,,,,,,,,,-999.0,,-999.0,14.9682,,10.1459,29.9026
2023-05-03T23:00:00.000Z,17.4635,19.4114,,,,,,,,,-999.0,,-999.0,16.1709,,10.5454,41.6112
2023-05-04T00:00:00.000Z,17.7062,20.8462,,,,,,,,,-999.0,,-999.0,16.803,,10.9632,51.5288
2023-05-04T01:00:00.000Z,17.1916,20.4411,,,,,,,,,-999.0,,-999.0,16.3755,,10.8238,57.8559
2023-05-04T02:00:00.000Z,-999.0,-999.0,,,,,,,,,-999.0,,-999.0,-999.0,,-999.0,-999.0
2023-05-04T03:00:00.000Z,15.599,18.9911,,,,,,,,,-999.0,,-999.0,15.1474,,9.98602,66.5619
2023-05-04T04:00:00.000Z,15.8037,19.4746,,,,,,,,,-999.0,,-999.0,15.1268,,9.9716,73.4634
2023-05-04T05:00:00.000Z,19.8852,22.2397,,,,,,,,,-999.0,,-999.0,16.9719,,11.6291,86.8869
2023-05-04T06:00:00.000Z,25.6616,23.0329,,,,,,,,,-999.0,,-999.0,18.6544,,12.6012,99.3657
2023-05-04T07:00:00.000Z,24.8318,15.1564,,,,,,,,,81.0375,,-999.0,18.1156,,12.1118,98.3398
2023-05-04T08:00:00.000Z,16.7749,8.50606,,,,,,,,,89.5079,,-999.0,14.9526,,7.79892,71.4915
2023-05-04T09:00:00.000Z,8.93911,9.73901,,,,,,,,,96.9656,,-999.0,12.3,,7.16208,46.8364
2023-05-04T10:00:00.000Z,2.5,5.02953,,,,,,,,,111.904,,-999.0,8.99268,,5.78567,22.773
2023-05-04T11:00:00.000Z,2.5,2.46565,,,,,,,,,125.451,,-999.0,7.09405,,5.12,9.59554
2023-05-04T12:00:00.000Z,2.5,2.5,,,,,,,,,148.008,,-999.0,5.43834,,5.34056,5.79778
2023-05-04T13:00:00.000Z,2.5,2.5,,,,,,,,,144.43,,-999.0,5.79318,,5.45176,6.51878
2023-05-04T14:00:00.000Z,2.5,2.5,,,,,,,,,140.821,,-999.0,6.7252,,5.78149,4.09776
2023-05-04T15:00:00.000Z,2.5,2.5,,,,,,,,,144.946,,-999.0,5.54318,,4.97102,9.82279
2023-05-04T16:00:00.000Z,2.5,2.5,,,,,,,,,149.78,,-999.0,4.4804,,4.07506,18.8282
2023-05-04T17:00:00.000Z,2.5,2.5,,,,,,,,,151.151,,-999.0,2.46736,,2.89496,24.8641
2023-05-04T18:00:00.000Z,2.5,2.5,,,,,,,,,,,-999.0,1.88348,,1.87254,23.7809
2023-05-04T19:00:00.000Z,2.5,2.5,,,,,,,,,,,-999.0,2.69909,,3.04192,
2023-05-04T20:00:00.000Z,2.5,2.5,,,,,,,,,,,-999.0,4.56429,,4.06432,
2023-05-04T21:00:00.000Z,2.5,2.5,,,,,,,,,,,-999.0,6.57289,,5.27637,3.67242
2023-05-04T22:00:00.000Z,2.5,0.997668,,,,,,,,,128.674,,-999.0,8.69789,,6.85016,
2023-05-04T23:00:00.000Z,5.67317,6.61807,,,,,,,,,118.836,,-999.0,12.0505,,9.29801,
2023-05-05T00:00:00.000Z,12.3307,13.8589,,,,,,,,,107.643,,-999.0,17.3331,,11.7868,10.8025
2023-05-05T01:00:00.000Z,17.6782,19.9138,,,,,,,,,99.8848,,-999.0,21.0803,,15.7863,19.4626
2023-05-05T02:00:00.000Z,7.37158,7.75928,,,,,,,,,118.255,,-999.0,13.6517,,9.53481,13.5876
2023-05-05T03:00:00.000Z,9.46101,11.9381,,,,,,,,,114.144,,-999.0,14.8864,,10.2325,18.1353
2023-05-05T04:00:00.000Z,8.17995,10.1269,,,,,,,,,115.764,,-999.0,13.6153,,9.38497,19.7874
2023-05-05T05:00:00.000Z,16.825,16.7021,,,,,,,,,105.23,,-999.0,18.4367,,11.2006,34.5343
2023-05-05T06:00:00.000Z,27.0198,22.2574,,,,,,,,,89.7093,,-999.0,24.3806,,15.1621,52.824
2023-05-05T07:00:00.000Z,26.256,2.5,,,,,,,,,82.5762,,-999.0,22.7708,,12.9749,46.8284
